id,selection_tier,status,query_operator,same_operator_example_count,query_raw,answer,predicted_answer,prediction_count,candidate_predictions,gold_in_candidates,query_unseen_digits,group_combo_count,feasible_group_combo_count
340321c8,manual_audit_priority,ok,-,3,!%-$!,-!:,,9,-!:|-$:|-&!|-&&}|-&:]|-&]:|-}`|-}``|-}}`,True,,36,6
79c81d5e,manual_audit_priority,ok,\,2,^#\!(,:],,9,!!|!&|##|#}|(:|:&|:]|?&|?:,True,,10,1
cc92d89f,manual_audit_priority,ok,-,2,"?|-""""",)[,,9,)(|)[|-(|-?`|-}|[||^|||[||`,True,,144,10
8e53b548,manual_audit_priority,ok,+,2,&&+)`,|'',,9,('|:%|`|||''||:@||@'||@\||\%|||%,True,,408,11
7d279557,manual_audit_priority,ok,*,2,^]*:@,::#,,9,!^|!{|$#|${|&:|::#|@#|]#|{|,True,,476,12
c43b5a13,manual_audit_priority,ok,+,2,$)+:$,)|,,9,&||)||/(||/||{)(|{<)|{{&|{{)|{|,True,,918,5
bcff7dbe,manual_audit_priority,ok,-,2,#)-[#,>[,,9,&&|)&|)[|/[|>[|@&|[@|}&|})[,True,,1008,16
5a0d95e2,manual_audit_priority,ok,*,1,{@*|{,/(#),,9,"&@#""|)|#&|/""((|/#&|/(#)|/))&|@/||[#@&|{[)""",True,,12,6
8395d060,manual_audit_priority,ok,*,1,?:*/|,?'@!,,9,?!@'|?'@!|?'@(|?(@'|@!/||@'/||@'?||@(/||@(?|,True,,22,5
97c04f50,manual_audit_priority,ok,*,1,`&*]&,"`#""&",,9,"$$&`|$&#(|$&#||$&$#|$(|&|$|(&|`#""&|`(>]|`|>]",True,,40,5
86ccbdf7,manual_audit_priority,ok,-,1,|?-?`,:|,,9,"""?|:||?""|?\|\|\?|\`|`\||:",True,,50,1
f7828fc1,manual_audit_priority,ok,*,1,"$""*{/","@${""",,9,">>@&|@""^>|@${""|@^]|@^`{|]^""{|^`^@|`^@^|{>/",True,,84,4
56ac76c6,manual_audit_priority,ok,+,1,$^+^`,>&{,,9,&\/$|&\{|>&`|>&{|>>|>?{|>\&|`&{|{{,True,,144,9
2e550436,manual_audit_priority,ok,+,1,`^+$!,?){,,9,(?{|)^{|<{{|?&{|?){|^${|^`{|{&|{?,True,,315,9
e3b06854,manual_audit_priority,ok,+,1,`:+`!,/&:,,9,):|/!:|/&:|/):|/::|/>:|/?:|?:|\:,True,,330,2
0d542478,manual_audit_priority,ok,!,1,</!&{,}<,,9,$|?|/{?|<||<}|?{/|?|$||}|}<|}|,True,,336,4
fc7e4f9b,manual_audit_priority,ok,-,1,$#-)^,?<,,9,#{|#||$)|)$|?<|{#|{|||#||{,True,,336,1
8916a10d,manual_audit_priority,ok,+,1,:}+<!,::,,9,(:|(}}|:(|::|<(]|<(^|<<(|^(}|^}},True,,360,4
d911e8e1,manual_audit_priority,ok,),1,@})<',:\:,,9,"##:|#@:|'#""}|:##|::}|:@#|:\:|}""#'|}::",True,,360,4
16ddcf94,manual_audit_priority,ok,*,1,!?*&!,"""^",,9,"""^|*""""""|*""?|*""^|*:&|*?""|*^?|*{&|*{?",True,,624,13
c69b17bf,manual_audit_priority,ok,-,1,)^-$),?),,9,$&|%%>|&$|&?|)??|>/?|>:?|?)|`%?,True,,624,12
10b71e8a,manual_audit_priority,ok,+,1,]?+>?,#}:,,9,##]|#:#|#^#|#}:|:#|\#|^#|^>}|^},True,,816,16
465a990c,manual_audit_priority,ok,-,1,"""[-&[",:,,9,#|-#|-&|-:|->|-\|:|>|\,True,,1440,6
cb7bd3d2,manual_audit_priority,ok,),1,[()`',[[?,,9,![!|(%`|/<[|<<|??|?[[|[</|[[?|`%(,True,,1694,8
ee49f4b7,manual_audit_priority,ok,*,1,'(*<),)(^(,,9,)(^(|))^(|)@'(|)^](|@'<(|]#((|^(((|^[@(|^]<(,True,,2304,1
52f499f4,manual_audit_priority,ok,>,1,/(>}@,$[^%,,9,$%!'|$[^%|$}'|(@}|/[%@|[%}|^}(^|}[@}|}^},True,,6048,12
5e4393fc,manual_audit_priority,ok,[,1,":|[\""","?"">""",,9,"""#/:|""?>?|:&/?|:\""|?"">""|?$#||\\>:||$>|||\""",True,,7616,20
e401ee4f,manual_audit_priority,ok,*,1,"[<*"">",^^@},,9,"""[?|&</<|<@/|<[?>|?}@|[<>|^@>|^^@}|}}&",True,,11424,25
c744d26e,manual_audit_priority,ok,+,2,%'+?>,#>/,,9,#%#|#%%|#%[|#'/|#/%|#>?|?/|??|?[,False,,7,1
35658269,manual_audit_priority,ok,:,2,[#:>(,":""#",,9,":""%|:""{|:%""|:%[|:>^""|:>^%|:>^{|:{""|:{[",False,,9,1
d13e92ec,manual_audit_priority,ok,-,2,@^-![,?&,,9,!?|!@|[?|[[|[]|]!|^?|`[|`],False,,12,1
0f01cece,manual_audit_priority,ok,+,2,:@+`\,@^,,9,(^|(}|:(}|:^\|:`\|@`|\^|\`|}(,False,,14,2
1fb37a08,manual_audit_priority,ok,',2,$|'<$,$!:,,9,$!%|$!&|$/%|&%|/%|<%|<<|@%||&,False,,20,3
842c7710,manual_audit_priority,ok,+,2,}%+/),///,,9,!!|!#|!%|#!|##|#%|?]|{%|}?},False,,23,2
bd36a922,manual_audit_priority,ok,?,2,<>?![,?(,,9,!||$$|$:/|$>|/$|/<|:<|[$||>,False,,32,1
03a3437f,manual_audit_priority,ok,-,2,'}-/>,-!,,9,!>|!`|>/|>>|>`|`!|`>|}:||}}`,False,,35,1
10552d46,manual_audit_priority,ok,-,2,(?-:(,?',,9,$$|$?|-$$|-$?|-`(|?(|??|?}|`(,False,,184,5
02664ad5,manual_audit_priority,ok,-,2,!}-(!,:}',,9,!['|)[|:'|`)|`^)|}`|}`!|}`:|}}[,False,,594,7
899e9abc,manual_audit_priority,ok,-,2,?)-}},"[""",,9,"-""(|-"")|-""`}|-""}`|-(/|-(}@|-?""|-?#|-@"")",False,,624,5
dfecf5f5,manual_audit_priority,ok,+,2,{?+>{,',,9,&/|&{|'{|:|::|?|^'||]||{,False,,648,5
b2a8384e,manual_audit_priority,ok,-,2,"<#-""""",-$,,9,#((|#>|(#|(}||)|}|<#|>(|>}|]),False,,704,4
c87d761a,manual_audit_priority,ok,+,2,?}+>`,'`(,,9,''`|''}|'(>|'>>|'>[|'?(|'[\|'\(|@\,False,,816,17
26a2a1b8,manual_audit_priority,ok,#,2,(\#</,(:,,9,(<\|:&|:(:|::&|:@@|:\|<<&|<@|<@:,False,,828,9
93e6d0c0,manual_audit_priority,ok,(,2,^|(>^,^<,,9,"""<|"">|""]|))|>}|])||||||^|}|",False,,1155,9
f09672d3,manual_audit_priority,ok,-,1,/[-}/,@],,9,@[|@\|@}|[@|\@|\]|]\|]]|}@,False,,4,1
14d4d68e,manual_audit_priority,ok,-,1,'/->[,-$',,9,'%^|''^|'<^|'{^|^%'|^''|^<'|^^'|^{',False,,8,1
c6c75305,manual_audit_priority,ok,*,1,`}*//,/\}%,,9,"/|/""""/|\>/|`""$/|`""%/|`$}/|`%}/|`(}/|}}//",False,,10,1
baebfd26,manual_audit_priority,ok,*,1,"<""*}(",">@(""",,9,"""'<""|('@(|>'!}|@""<@|@(@@|}@!(|}@}""|}]!{|}]<{",False,,12,1
c00f2605,manual_audit_priority,ok,-,1,?[-^&,"&""",,9,"""$|$""|$^|&]|&{|]""|]&|^$|{&",False,,14,1
177f0c22,manual_audit_priority,ok,-,1,>?-#[,/>,,9,"-?""||-?'||-?<|-??|-??||-?[||-?\|-?\||-?||",False,,20,1
ccf4b43c,manual_audit_priority,ok,-,1,"@""-!?",-%#,,9,"-""""$|-""\$|-#?$|-$""""|-$?#|-$?%|-$?\|-$\""|-\?$",False,,28,1
6d6d0531,manual_audit_priority,ok,),1,/')`&,)@/,,9,")$""$|)$$""|)$$?|)$/?|)$[`|)&`$|)'`$|)[&$|)['$",False,,33,1
893ffb06,manual_audit_priority,ok,-,1,@`-`:,-@',,9,-!}||-'{|-'||-)):|-)){|-:@{|-|@{|-}}:|-}}{,False,,34,4
0dce4039,manual_audit_priority,ok,-,1,)!-#>,-@/,,9,''|'||/'|/:|:#|>||@`|`)|`|,False,,68,1
9ae663c3,manual_audit_priority,ok,-,1,(#-?},:,,9,-:>|-<>|-<?|-><|-?<|<>|<?|><|?<,False,,68,3
7f5758a8,manual_audit_priority,ok,+,1,)>+<#,'!!,,9,'(|'?|(?|(@|>>)|>?)|>@|?!?|?@,False,,76,3
0df82d52,manual_audit_priority,ok,"""",1,"/}""#`","""!!",,9,!!|!)|!?|!]|!`|)!|?!|]!|`!,False,,96,3
1ac66163,manual_audit_priority,ok,+,1,``+[`,#'[,,9,"""'|#/|'""|']|/#|/]|['#|]'|]/",False,,96,4
2c1cace4,manual_audit_priority,ok,-,1,"]}-$""",!},,9,"!||""|!|$@'|@!|}|@""!|@$$!|@|]'|]]!'|||$",False,,96,2
a5f1991c,manual_audit_priority,ok,/,1,!?/&&,/|',,9,!'|!^|>|>'|@|^|^'||||',False,,108,1
a35fa1a0,manual_audit_priority,ok,*,1,"'(*\""","""&`]",,9,"#""(|&#&(|&`'""|'`$&|('\)|)##&|)')|)]](|\#``",False,,168,4
18a4d39d,manual_audit_priority,ok,*,1,"^""*<>","#$""/",,9,"#<>[|/>/|>##""|[{|[{>|^#{>|^$>[|^|/||^|{|",False,,180,2
ae6be599,manual_audit_priority,ok,+,1,$?+]$,#`,,9,"%#$|%$""|%$#|%$\|%?$|%\""|%\\|%|$||""",False,,192,1
771472d6,manual_audit_priority,ok,-,1,?'-\\,-'?,,9,-)#|-){:|-)}|-:#{|-:::|-:{{|-:{}|-{)|-}{,False,,196,1
7dbaea4b,manual_audit_priority,ok,-,1,}@-][,[),,9,"-""[[|-""]|-]""[|-])[|-]@[|-][[|-]]|-}""[|-}}[",False,,252,2
63603ee7,manual_audit_priority,ok,-,1,^[-[^,-$,,9,"""|""$|"":|$""|$`|:|:""|[|`$",False,,288,7
7c0e238e,manual_audit_priority,ok,*,1,'`*:$,*^:,,9,"$""[|$:[|[%%|[%:|[^'|[`[|[|""|[|:|^`[",False,,330,1
09d5ee68,manual_audit_priority,ok,*,1,|:*>>,!?'!,,9,!>|:|&>$>|:$?&|<>!:|>|?<'>|?>!>||?!>|||:,False,,360,4
a1230047,manual_audit_priority,ok,-,1,${->&,%&,,9,"!$|!{|$[|>""|>$|>>[|["">|[>!|{[",False,,360,13
844f826c,manual_audit_priority,ok,*,1,`@*>`,"/""",,9,"""`/|#^`|)`/|/"">|/>/|/>]|/]`|/`|]""#",False,,396,4
19ab8087,manual_audit_priority,ok,+,1,\/+!^,^)],,9,(]|)(|\)|]!|]$|]\|^(|^]|^^,False,,504,1
afdb7326,manual_audit_priority,ok,%,1,@^%(^,%\,,9,%$:(|%$:@|%$<^|%$>|%)\^|%:>|%:\|%>$|%\$,False,,504,7
252d0997,manual_audit_priority,ok,-,1,)[-`/,-/@,,9,-()|-(`|-/&|-/(|-@&|-@]|-@}|-](|-]},False,,576,1
f3ce6fa4,manual_audit_priority,ok,-,1,"'<-""""","""{",,9,"-%|-%:|-%@|-:""|-:%|-<'|-<?|-{'|<'",False,,616,4
fc137acd,manual_audit_priority,ok,*,1,)#*[`,^^{>,,9,[{))|^{<|^||^|$|``<|`{))|`{[|{${|{`^,False,,627,3
6d87d164,manual_audit_priority,ok,+,1,[&+}&,'[,,9,%`|&''|&('|&(`|&]`|&``|]'|}'|}`,False,,660,1
da2998b6,manual_audit_priority,ok,-,1,<(-<#,-?|,,9,-$|-(|->$?|->[[|->^||-?$|-[#|-[|$<|-^$,False,,680,13
60ed3f31,manual_audit_priority,ok,*,1,@%*:\,@%:\,,9,#:}:|#@%|:%@|:\(|:}#|>:\|>\\|@>^:|@>}:,False,,684,3
42bde66c,manual_audit_priority,ok,+,1,#<+#/,>),,9,({|)#|)(|))|<&|^#|^)|^^|{,False,,720,2
78002bf2,manual_audit_priority,ok,-,1,{{-{`,:,,9,"!""(|!"":|!(:|!:(|(]|:]|>!|](|]:",False,,726,2
9eaae1f1,manual_audit_priority,ok,-,1,[|-/[,/\,,9,-&//|-'||-/'\|-/'{|-/\|-/\\|-/{|-/|'|-\'/,False,,816,2
58c099d2,manual_audit_priority,ok,-,1,^!-#\,-)\,,9,-!&|-&!|-&||-)&|-\`|-^`|-^||-|)|-|\,False,,924,10
c6e60b82,manual_audit_priority,ok,<,1,#[<[|,@),,9,)#|)\|::\|:\\|>[|@\|[}|\>||},False,,952,2
31051ff2,manual_audit_priority,ok,+,1,@`+|`,||,,9,"#@|%]#|<#]|]#<|]^`|^#}|`""""|`#]|}}",False,,1116,8
4612258e,manual_audit_priority,ok,-,1,)#-:@,-[!,,9,-#)|-#/|->!!|->/!|-[)!|-[/!|-{)!|-}!|-}/,False,,1122,1
491b8ea5,manual_audit_priority,ok,-,1,@|-]!,)!,,9,)}]|)}^|)}{|/]^|/]{|/}]|@^^|@{{|}^{,False,,1296,1
d1c6beb0,manual_audit_priority,ok,`,1,\\`%',|/,,9,%%'|'%'|)\|/>|[|%|\)|\)'|{%|{\,False,,1440,12
28b0ff48,manual_audit_priority,ok,-,1,|^-^^,'],,9,"""?|#?|(?|/?|?""|?#|?/|?]|]?",False,,1980,5
8187e517,manual_audit_priority,ok,+,1,{(+)#,@&#,,9,"""#&)|#%))|#)|%#))|%<)|{""<)|{#<)|{(&)|{@"")",False,,5544,10
e9aece37,manual_audit_priority,ok,*,1,"""""*((","[`""`",,9,"""\??|#%'?|?""?\|?""`}|?(?#|?(?'|?\}?|\""'\|}%?""",False,,5544,74
51da0ee1,manual_audit_priority,ok,+,1,"]]+]""",:]:,,9,"&""]|&'|&^|:'|::|]'^|^&|`'^|{]{",False,,6270,10
a3183159,manual_audit_priority,ok,-,1,"`|-}""",`{,,9,"-""}|-(?|-([(|-](|-]||-`[|-|[|-|`|-|}][",False,,7128,14
e582df31,manual_audit_priority,ok,?,1,"""'?]@",}@,,9,"?""|?""^|?""}#|?##|?##}|?'}|?@'^'|?]:/|?^^@",False,,8208,10
5c9f274a,manual_audit_priority,ok,*,1,}:*?:,:[``,,9,!!:`|!`'|!}`!|'>'|>?{?|`<'[|`<`?|{[<>|}'[:,False,,13068,21
a77be9fa,manual_audit_priority,ok,|,1,{>|$[,"[""",,9,$:|::|:\|\{|^}|{${|}$|}\|}}{,False,,17952,7
01ef1e3e,manual_audit_priority,query_operator_unseen,+,0,''+`!,[](,,0,,False,,0,0
02902eb3,manual_audit_priority,query_operator_unseen,+,0,!!+$>,>/,,0,,False,,0,0
02e871e4,manual_audit_priority,query_operator_unseen,-,0,\]-]#,$',,0,,False,,0,0
055a8b01,manual_audit_priority,query_operator_unseen,-,0,//-/$,',,0,,False,,0,0
0625f633,manual_audit_priority,query_operator_unseen,*,0,))*!(,@@//,,0,,False,,0,0
07b440f0,manual_audit_priority,query_operator_unseen,-,0,@$-^$,@$^$,,0,,False,,0,0
0bb591e6,manual_audit_priority,query_operator_unseen,+,0,"""$+%%",%?<,,0,,False,,0,0
0c0c6320,manual_audit_priority,query_operator_unseen,*,0,>!*|{,""":!|",,0,,False,,0,0
0c30f561,manual_audit_priority,query_operator_unseen,-,0,^]-^^,-],,0,,False,,0,0
0da1841f,manual_audit_priority,query_operator_unseen,+,0,(\+#%,(\#%,,0,,False,,0,0
0fcf912a,manual_audit_priority,query_operator_unseen,^,0,|#^&!,|#&!,,0,,False,,0,0
15950a46,manual_audit_priority,query_operator_unseen,*,0,<$*}&,}@<[,,0,,False,,0,0
17d40290,manual_audit_priority,query_operator_unseen,-,0,"}""-}!",$:,,0,,False,,0,0
18bce168,manual_audit_priority,query_operator_unseen,:,0,&}:)),@&`{,,0,,False,,0,0
1a112a8f,manual_audit_priority,query_operator_unseen,{,0,?){|$,>?,,0,,False,,0,0
1a493b13,manual_audit_priority,query_operator_unseen,-,0,@^-@:,-],,0,,False,,0,0
1cce5949,manual_audit_priority,query_operator_unseen,},0,`\}`],[?},,0,,False,,0,0
20e6b2d1,manual_audit_priority,query_operator_unseen,-,0,@`-](,'',,0,,False,,0,0
21ee162c,manual_audit_priority,query_operator_unseen,),0,'$)/&,'&{,,0,,False,,0,0
258b796b,manual_audit_priority,query_operator_unseen,*,0,`]*|[,`]|[,,0,,False,,0,0
25e89624,manual_audit_priority,query_operator_unseen,+,0,>)+\|,"[""$",,0,,False,,0,0
25ee72c3,manual_audit_priority,query_operator_unseen,*,0,"#""*<<","#""<<",,0,,False,,0,0
27fdca03,manual_audit_priority,query_operator_unseen,$,0,}/$(/,@!,,0,,False,,0,0
2d624cab,manual_audit_priority,query_operator_unseen,`,0,>)`#',![)],,0,,False,,0,0
2db53c85,manual_audit_priority,query_operator_unseen,*,0,{{*|',)//:,,0,,False,,0,0
2e8fc884,manual_audit_priority,query_operator_unseen,+,0,|<+?{,<[$,,0,,False,,0,0
2e9973b7,manual_audit_priority,query_operator_unseen,+,0,)\+?%,)\?%,,0,,False,,0,0
303c84ea,manual_audit_priority,query_operator_unseen,(,0,'|(`$,#$$,,0,,False,,0,0
303fc16b,manual_audit_priority,query_operator_unseen,<,0,"(""<\""",'?,,0,,False,,0,0
305a3436,manual_audit_priority,query_operator_unseen,+,0,'{+@`,&{',,0,,False,,0,0
30e4b199,manual_audit_priority,query_operator_unseen,\,0,@@\&&,|:|,,0,,False,,0,0
31678582,manual_audit_priority,query_operator_unseen,&,0,"#/&"":",<:),,0,,False,,0,0
31b8db52,manual_audit_priority,query_operator_unseen,*,0,)(*::,<{|?,,0,,False,,0,0
32bb8ff5,manual_audit_priority,query_operator_unseen,-,0,??-&:,`&,,0,,False,,0,0
34d1d16f,manual_audit_priority,query_operator_unseen,^,0,'/^?@,^|!,,0,,False,,0,0
36b5df1b,manual_audit_priority,query_operator_unseen,%,0,`'%|!,%\/,,0,,False,,0,0
38a49ff0,manual_audit_priority,query_operator_unseen,$,0,&}$\!,&/>?,,0,,False,,0,0
398478f6,manual_audit_priority,query_operator_unseen,+,0,|)+@),:[,,0,,False,,0,0
3b7148f6,manual_audit_priority,query_operator_unseen,+,0,&)+)\,&&$,,0,,False,,0,0
3cc03e36,manual_audit_priority,query_operator_unseen,*,0,#/*|#,}|(#,,0,,False,,0,0
3f8d5299,manual_audit_priority,query_operator_unseen,&,0,">""&!^",^\>,,0,,False,,0,0
40ba1b6f,manual_audit_priority,query_operator_unseen,-,0,@]-$(,$(,,0,,False,,0,0
432b1110,manual_audit_priority,query_operator_unseen,*,0,\{*<?,%[:?,,0,,False,,0,0
468bf9fc,manual_audit_priority,query_operator_unseen,+,0,!!+:!,>!%,,0,,False,,0,0
48817fa0,manual_audit_priority,query_operator_unseen,?,0,"}[?!""",##:%,,0,,False,,0,0
4a02017f,manual_audit_priority,query_operator_unseen,+,0,"#?+'""",'&},,0,,False,,0,0
4bb8c6cd,manual_audit_priority,query_operator_unseen,*,0,]}*\!,]}\!,,0,,False,,0,0
4f2351e5,manual_audit_priority,query_operator_unseen,\,0,[[\}),<`,,0,,False,,0,0
4fd29059,manual_audit_priority,query_operator_unseen,*,0,:[*':,'%%[,,0,,False,,0,0
51174a9d,manual_audit_priority,query_operator_unseen,},0,$|}||,[/<,,0,,False,,0,0
5128831c,manual_audit_priority,query_operator_unseen,+,0,[^+{&,&[$,,0,,False,,0,0
51352792,manual_audit_priority,query_operator_unseen,*,0,"""/*|""","`""<`",,0,,False,,0,0
54e8c553,manual_audit_priority,query_operator_unseen,|,0,"""""|""]",$$<<,,0,,False,,0,0
5501c054,manual_audit_priority,query_operator_unseen,$,0,!#$#^,[#>#,,0,,False,,0,0
55f4fa64,manual_audit_priority,query_operator_unseen,[,0,{{[!?,{{!?,,0,,False,,0,0
563bf8f9,manual_audit_priority,query_operator_unseen,-,0,"""!-//",-'/,,0,,False,,0,0
5998ac05,manual_audit_priority,query_operator_unseen,"""",0,"]<""@:","""<",,0,,False,,0,0
5b2523e6,manual_audit_priority,query_operator_unseen,-,0,><-\$,&&,,0,,False,,0,0
5d35ee2e,manual_audit_priority,query_operator_unseen,+,0,[&+[[,&/{,,0,,False,,0,0
5e0c542f,manual_audit_priority,query_operator_unseen,#,0,}:#}(,/,,0,,False,,0,0
5e989cc5,manual_audit_priority,query_operator_unseen,+,0,>{+$^,$$,,0,,False,,0,0
60d928d0,manual_audit_priority,query_operator_unseen,$,0,}^$%?,@}',,0,,False,,0,0
62896e95,manual_audit_priority,query_operator_unseen,`,0,&&`}/,]]%&,,0,,False,,0,0
62fc7798,manual_audit_priority,query_operator_unseen,-,0,((-&},}&,,0,,False,,0,0
680b66f2,manual_audit_priority,query_operator_unseen,+,0,!<+<\,}$,,0,,False,,0,0
685be3a7,manual_audit_priority,query_operator_unseen,+,0,!?+`:,>$$,,0,,False,,0,0
69771374,manual_audit_priority,query_operator_unseen,+,0,<'+)#,#}(,,0,,False,,0,0
6b2e0c5a,manual_audit_priority,query_operator_unseen,"""",0,"':""/$",!(:',,0,,False,,0,0
6c30f260,manual_audit_priority,query_operator_unseen,-,0,[?-:[,-\(,,0,,False,,0,0
6cc5dafb,manual_audit_priority,query_operator_unseen,!,0,^&!>),)(,,0,,False,,0,0
6fc35fc2,manual_audit_priority,query_operator_unseen,+,0,)|+'',/}',,0,,False,,0,0
70851afe,manual_audit_priority,query_operator_unseen,-,0,""":-`@","@""",,0,,False,,0,0
715e0259,manual_audit_priority,query_operator_unseen,{,0,]!{?<,$|?,,0,,False,,0,0
72413b7f,manual_audit_priority,query_operator_unseen,+,0,#]+[!,"""/#",,0,,False,,0,0
73e0994b,manual_audit_priority,query_operator_unseen,(,0,<'(}),)<',,0,,False,,0,0
74914eac,manual_audit_priority,query_operator_unseen,',0,"""""'::",::,,0,,False,,0,0
767174e8,manual_audit_priority,query_operator_unseen,?,0,`<?</,]},,0,,False,,0,0
76c48f67,manual_audit_priority,query_operator_unseen,`,0,']`|?,']#|,,0,,False,,0,0
77365caf,manual_audit_priority,query_operator_unseen,&,0,\$&::,$|,,0,,False,,0,0
7924844c,manual_audit_priority,query_operator_unseen,-,0,>\->},-(,,0,,False,,0,0
7933172a,manual_audit_priority,query_operator_unseen,+,0,%#+^`,^/&`,,0,,False,,0,0
7a65a8eb,manual_audit_priority,query_operator_unseen,*,0,'(*??,}'#',,0,,False,,0,0
7cb3089e,manual_audit_priority,query_operator_unseen,-,0,^^-!$,}%,,0,,False,,0,0
82109e34,manual_audit_priority,query_operator_unseen,-,0,'^-^^,-@>,,0,,False,,0,0
82b32563,manual_audit_priority,query_operator_unseen,+,0,%\+^\,^\%\,,0,,False,,0,0
82baf39f,manual_audit_priority,query_operator_unseen,#,0,@`#</,`<@,,0,,False,,0,0
8326116b,manual_audit_priority,query_operator_unseen,*,0,#:*#\,{{@?,,0,,False,,0,0
837a6ae7,manual_audit_priority,query_operator_unseen,*,0,"<{*:""",<>\>,,0,,False,,0,0
83d7dcd4,manual_audit_priority,query_operator_unseen,?,0,>{?|>,?|`,,0,,False,,0,0
86088a1b,manual_audit_priority,query_operator_unseen,-,0,!}-^`,&,,0,,False,,0,0
861cb0b2,manual_audit_priority,query_operator_unseen,-,0,/>-/>,%,,0,,False,,0,0
8753cdcc,manual_audit_priority,query_operator_unseen,+,0,"%%+)""","'""""",,0,,False,,0,0
8a0c1aab,manual_audit_priority,query_operator_unseen,-,0,<[-}[,<,,0,,False,,0,0
8bd4b4c8,manual_audit_priority,query_operator_unseen,],0,'>]`#,??[,,0,,False,,0,0
8d9a062b,manual_audit_priority,query_operator_unseen,>,0,\}>!:,^!,,0,,False,,0,0
8f1af066,manual_audit_priority,query_operator_unseen,-,0,$`-!`,-`[,,0,,False,,0,0
90f00d9b,manual_audit_priority,query_operator_unseen,+,0,\<+({,{#,,0,,False,,0,0
9243dd78,manual_audit_priority,query_operator_unseen,+,0,}}+@?,"""<",,0,,False,,0,0
93c9b36b,manual_audit_priority,query_operator_unseen,+,0,)}+%),>^[,,0,,False,,0,0
94b3156f,manual_audit_priority,query_operator_unseen,),0,"|()""}",)'',,0,,False,,0,0
97abca56,manual_audit_priority,query_operator_unseen,*,0,(:*`',`#::,,0,,False,,0,0
98eed496,manual_audit_priority,query_operator_unseen,>,0,^[>}`,^[}`,,0,,False,,0,0
9935aa11,manual_audit_priority,query_operator_unseen,-,0,<`-)<,-`#,,0,,False,,0,0
99b7018f,manual_audit_priority,query_operator_unseen,+,0,|'+$',>\:,,0,,False,,0,0
9dfe5ac9,manual_audit_priority,query_operator_unseen,*,0,"'\*%""","'\%""",,0,,False,,0,0
9eacc9a2,manual_audit_priority,query_operator_unseen,*,0,[%*:`,%?}%,,0,,False,,0,0
9f1015a1,manual_audit_priority,query_operator_unseen,-,0,\)-&#,-$\,,0,,False,,0,0
9fdb18b7,manual_audit_priority,query_operator_unseen,-,0,|%-^^,^},,0,,False,,0,0
9ff449aa,manual_audit_priority,query_operator_unseen,+,0,"(>+'""","%"">",,0,,False,,0,0
a40497f9,manual_audit_priority,query_operator_unseen,*,0,<%*]\,%]\<,,0,,False,,0,0
a9d91ec1,manual_audit_priority,query_operator_unseen,>,0,'!>{?,:'%?,,0,,False,,0,0
aa2e27a3,manual_audit_priority,query_operator_unseen,-,0,[{-((,$(,,0,,False,,0,0
adcc6292,manual_audit_priority,query_operator_unseen,-,0,@:-[^,-}^,,0,,False,,0,0
af0e4262,manual_audit_priority,query_operator_unseen,-,0,"""@-/$",]{,,0,,False,,0,0
b1181806,manual_audit_priority,query_operator_unseen,|,0,((|&&,|>>,,0,,False,,0,0
b16d6db2,manual_audit_priority,query_operator_unseen,+,0,%`+{%,":""<",,0,,False,,0,0
b271a61c,manual_audit_priority,query_operator_unseen,*,0,/<*\/,*@^,,0,,False,,0,0
b47e8621,manual_audit_priority,query_operator_unseen,+,0,((+<',><<,,0,,False,,0,0
b5a936a9,manual_audit_priority,query_operator_unseen,-,0,^>->`,"-""(",,0,,False,,0,0
b8432f69,manual_audit_priority,query_operator_unseen,*,0,!{*!},:&&,,0,,False,,0,0
bbcd608d,manual_audit_priority,query_operator_unseen,<,0,)'<(%,''[,,0,,False,,0,0
bc1ef494,manual_audit_priority,query_operator_unseen,*,0,)(*\#,#)],,0,,False,,0,0
bf2220e7,manual_audit_priority,query_operator_unseen,-,0,"(:-(""",:,,0,,False,,0,0
c24074a8,manual_audit_priority,query_operator_unseen,`,0,]]`]%,&/,,0,,False,,0,0
c32681cb,manual_audit_priority,query_operator_unseen,-,0,&$-)|,<&,,0,,False,,0,0
c7844441,manual_audit_priority,query_operator_unseen,[,0,:/[$^,:/$^,,0,,False,,0,0
c922dbb4,manual_audit_priority,query_operator_unseen,-,0,<&-:@,>@,,0,,False,,0,0
c9e16aff,manual_audit_priority,query_operator_unseen,*,0,(]*]:,]:(],,0,,False,,0,0
ca109b5e,manual_audit_priority,query_operator_unseen,%,0,!`%[^,?#?,,0,,False,,0,0
ca43107b,manual_audit_priority,query_operator_unseen,},0,{^}^|,?,,0,,False,,0,0
cb7bb0d0,manual_audit_priority,query_operator_unseen,+,0,@>+[@,}!,,0,,False,,0,0
cca64860,manual_audit_priority,query_operator_unseen,+,0,"""!+??",(,,0,,False,,0,0
cd1c5cc3,manual_audit_priority,query_operator_unseen,-,0,``-]:,!`,,0,,False,,0,0
cef4c8a9,manual_audit_priority,query_operator_unseen,-,0,[{-##,]`,,0,,False,,0,0
d407570e,manual_audit_priority,query_operator_unseen,*,0,(^*#&,)}}&,,0,,False,,0,0
d45dc67f,manual_audit_priority,query_operator_unseen,},0,%|}|',(%(,,0,,False,,0,0
d56a1b4c,manual_audit_priority,query_operator_unseen,#,0,%&#$>,"{/""",,0,,False,,0,0
d6f18fc8,manual_audit_priority,query_operator_unseen,-,0,![-&},-},,0,,False,,0,0
