id,selection_tier,answer,query_raw,safe_prediction,safe_prediction_count,safe_formula_count,safe_formulas,all_predictions
e5ae7b47,manual_audit_priority,00000000,10000100,00000000,1,4,"and(rol2,rol3)|and(rol2,rol3)|majority(rol2,rol3,shl7)|majority(rol2,rol3,shl7)",00000000
e5bb9b26,manual_audit_priority,11110001,11000111,,2,8,"choose(not(shl7),ror2,not(nibble_swap))|choose(not(shl7),ror2,not(rol1))|choose(not(shl7),ror2,x)|choose(shl7,x,ror2)|or(ror2,shl7)|or(ror2,shl7)|xor(not(ror2),not(shl7))|xor(ror2,shl7)",01110001|11110001
eae81189,manual_audit_priority,00100000,10110010,00100000,1,5,"choose(not(shl7),shl4,not(x))|choose(not(shl7),shl4,rol2)|choose(shl7,rol2,shl4)|shl4|shl4",00100000
ec192379,manual_audit_priority,00011111,01110000,00011111,1,8,"and(not(shl1),not(shl7))|choose(not(rol1),not(shl7),shr4)|choose(not(shl1),not(shl7),shl6)|choose(not(shl1),not(shl7),shr4)|choose(not(shl1),not(shl7),shr6)|choose(not(shl7),not(shl1),rol2)|choose(not(shl7),not(shl1),x)|xor(not(shl1),shl7)",00011111
ed5c81ae,manual_audit_priority,00100000,00100101,,2,4,"and(not(shl2),ror3)|choose(not(shl2),ror3,shl7)|choose(shl2,shl7,ror3)|choose(shl2,shr6,ror3)",00100000|10100000
f15c5106,answer_only_keep,00001110,11101010,00001110,1,1,"choose(not(rol3),not(shl4),nibble_swap)",00001110
f557284b,answer_only_keep,10101111,10000010,10101111,1,1,"xor(not(shl3),shl5)",10101111
9984fc0f,manual_audit_priority,01111110,11110011,01111110,1,5,"choose(not(shr7),ror3,not(rol3))|choose(not(shr7),ror3,ror2)|choose(shr7,ror2,ror3)|ror3|ror3",01111110
a63f9c85,manual_audit_priority,11111111,10011101,,2,2,"majority(not(shl7),not(shr6),ror2)|or(not(shr6),ror2)",01111111|11111111
b43d9cd5,manual_audit_priority,11100100,00111001,,3,36,"and(not(shl7),rol2)|choose(not(shl1),rol2,shl2)|choose(not(shl2),rol2,not(shr5))|choose(not(shl6),rol2,not(rol3))|choose(not(shl6),rol2,not(x))|choose(not(shl6),rol2,rol1)|choose(not(shl6),rol2,ror3)|choose(not(shl7),rol2,nibble_swap)|choose(not(shl7),rol2,not(nibble_swap))|choose(not(shl7),rol2,not(rol1))|choose(not(shl7),rol2,not(rol3))|choose(not(shl7),rol2,not(ror2))|choose(not(shl7),rol2,not(ror3))|choose(not(shl7),rol2,not(x))|choose(not(shl7),rol2,rol1)|choose(not(shl7),rol2,rol3)|choose(not(shl7),rol2,ror2)|choose(not(shl7),rol2,ror3)|choose(not(shl7),rol2,x)|choose(shl1,shl2,rol2)|choose(shl6,rol1,rol2)|choose(shl6,ror3,rol2)|choose(shl7,nibble_swap,rol2)|choose(shl7,rol1,rol2)|choose(shl7,rol3,rol2)|choose(shl7,ror2,rol2)|choose(shl7,ror3,rol2)|choose(shl7,shr1,rol2)|choose(shl7,x,rol2)|choose(shr5,shr6,rol2)|or(rol2,shl7)|or(rol2,shl7)|rol2|rol2|xor(not(rol2),not(shl7))|xor(rol2,shl7)",01100100|10100100|11100100
04d8c3e6,answer_only_keep,10000000,01001111,10000000,1,2,"majority(nibble_swap,shl7,shr7)|majority(nibble_swap,shl7,shr7)",10000000
0ddca8bf,answer_only_keep,00000001,01000001,,2,3,"choose(not(shl7),shr6,not(ror2))|shr6|shr6",00000001|10000001
117b4e53,answer_only_keep,00000000,00110000,00000000,1,2,"choose(not(shr1),ror1,shr4)|choose(shr1,shr4,ror1)",00000000
1298c980,answer_only_keep,00011010,10101011,00011010,1,2,"choose(not(rol3),shr4,nibble_swap)|choose(rol3,nibble_swap,shr4)",00011010
13eebe61,answer_only_keep,01101001,10010110,01101001,1,2,"majority(nibble_swap,shl3,shr1)|majority(nibble_swap,shl3,shr1)",01101001
17df2ad5,answer_only_keep,00000100,00100001,00000100,1,2,"choose(not(shl5),ror3,shl7)|choose(shl5,shl7,ror3)",00000100
19f4b3d6,answer_only_keep,00000011,11011000,00000011,1,2,"choose(not(shl2),rol2,shl6)|choose(shl2,shl6,rol2)",00000011
1f1292d6,answer_only_keep,10001000,01010001,10001000,1,2,"choose(nibble_swap,rol3,shl3)|choose(nibble_swap,rol3,shl3)",10001000
28feff8e,answer_only_keep,00000000,00110000,00000000,1,2,"and(rol2,shr3)|and(rol2,shr3)",00000000
2fc9fc75,answer_only_keep,00000000,01001001,00000000,1,2,"majority(nibble_swap,shl3,shr6)|majority(nibble_swap,shl3,shr6)",00000000
341a468c,answer_only_keep,00100101,10100100,00100101,1,2,"choose(not(rol1),rol3,shr5)|choose(rol1,shr5,rol3)",00100101
37c94738,answer_only_keep,00000000,11001100,00000000,1,2,"and(rol1,shr1)|and(rol1,shr1)",00000000
3a1f8cf0,answer_only_keep,11000000,00001100,11000000,1,2,"choose(not(shr4),nibble_swap,shr6)|choose(shr4,shr6,nibble_swap)",11000000
3fdc3de7,answer_only_keep,11100001,11111110,11100001,1,2,"majority(nibble_swap,shl3,shr7)|majority(nibble_swap,shl3,shr7)",11100001
4005e4c7,answer_only_keep,00000000,10001001,00000000,1,2,"and(ror3,shl6)|and(ror3,shl6)",00000000
410837d0,answer_only_keep,00101101,10110111,00101101,1,2,shr2|shr2,00101101
412186a6,answer_only_keep,00000111,11100111,00000111,1,3,"choose(not(shl7),shr5,not(x))|shr5|shr5",00000111
431b5993,answer_only_keep,11010000,11011011,11010000,1,2,"and(ror2,shl3)|and(ror2,shl3)",11010000
4723911c,answer_only_keep,00101010,11011101,00101010,1,2,"and(rol1,shr1)|and(rol1,shr1)",00101010
4b52b575,answer_only_keep,10000100,01101011,10000100,1,2,"choose(not(shr1),ror1,shr4)|choose(shr1,shr4,ror1)",10000100
4f27a061,answer_only_keep,00011110,11110111,00011110,1,3,"choose(not(shl7),shr3,not(x))|shr3|shr3",00011110
57e57b3c,answer_only_keep,00001000,01010001,00001000,1,2,"and(ror3,shl3)|and(ror3,shl3)",00001000
5b2c143d,answer_only_keep,00001001,00110101,00001001,1,2,"and(rol3,shr2)|and(rol3,shr2)",00001001
6564df54,answer_only_keep,00000010,10110100,00000010,1,2,"majority(nibble_swap,shl3,shr6)|majority(nibble_swap,shl3,shr6)",00000010
66c8c3df,answer_only_keep,00000100,01100101,00000100,1,2,"and(rol2,shr3)|and(rol2,shr3)",00000100
66f9fe57,answer_only_keep,00100000,00010110,00100000,1,2,"majority(nibble_swap,shl1,shr6)|majority(nibble_swap,shl1,shr6)",00100000
6b63b010,answer_only_keep,00000110,11001110,00000110,1,2,shr5|shr5,00000110
6c41978b,answer_only_keep,10010111,11111001,10010111,1,2,"majority(nibble_swap,shl1,shr5)|majority(nibble_swap,shl1,shr5)",10010111
70df6363,answer_only_keep,01010000,10010101,01010000,1,2,"majority(nibble_swap,shl2,shr3)|majority(nibble_swap,shl2,shr3)",01010000
782dfb49,answer_only_keep,10101010,01010111,10101010,1,2,"and(ror1,shl1)|and(ror1,shl1)",10101010
7c99ca45,answer_only_keep,10100000,00101110,10100000,1,2,"majority(nibble_swap,shl2,shr5)|majority(nibble_swap,shl2,shr5)",10100000
83a70d48,answer_only_keep,00000100,11000001,00000100,1,2,"majority(nibble_swap,shl2,shr5)|majority(nibble_swap,shl2,shr5)",00000100
840050ec,answer_only_keep,10001010,10101101,10001010,1,2,"choose(not(shl4),nibble_swap,shl7)|choose(shl4,shl7,nibble_swap)",10001010
88872de7,answer_only_keep,00000010,00100010,00000010,1,3,"choose(not(shl4),nibble_swap,shl7)|choose(not(shl7),shr4,not(ror3))|choose(shl4,shl7,nibble_swap)",00000010
8a04fbe3,answer_only_keep,00010001,01110110,00010001,1,2,"and(rol3,shr2)|and(rol3,shr2)",00010001
8ac52d78,answer_only_keep,00010000,11100001,00010000,1,2,"and(ror3,shl4)|and(ror3,shl4)",00010000
a2bb8c3a,answer_only_keep,00001101,01101000,00001101,1,2,shr3|shr3,00001101
a9b2349f,answer_only_keep,00000000,00010100,00000000,1,2,"and(ror2,shl2)|and(ror2,shl2)",00000000
aa0f7c7d,answer_only_keep,11000101,01010100,11000101,1,2,"xor(nibble_swap,shl5)|xor(nibble_swap,shl5)",11000101
ad7edc85,answer_only_keep,11010100,01110101,11010100,1,2,"choose(not(ror1),shl2,rol2)|choose(ror1,rol2,shl2)",11010100
b1890a99,answer_only_keep,00001011,10110001,00001011,1,2,"choose(not(rol3),shr4,nibble_swap)|choose(rol3,nibble_swap,shr4)",00001011
b8e38a49,answer_only_keep,10011101,11011011,10011101,1,2,"choose(not(rol2),nibble_swap,shr4)|choose(rol2,shr4,nibble_swap)",10011101
bcf0d51d,answer_only_keep,01110000,00000111,01110000,1,2,"choose(not(shr4),nibble_swap,shr6)|choose(shr4,shr6,nibble_swap)",01110000
bdb72adf,answer_only_keep,11001000,01011001,11001000,1,2,"choose(nibble_swap,rol3,shl3)|choose(nibble_swap,rol3,shl3)",11001000
bf20f12c,answer_only_keep,10110110,01011011,10110110,1,2,"majority(nibble_swap,shl1,shr2)|majority(nibble_swap,shl1,shr2)",10110110
d50746e7,answer_only_keep,01000010,00101100,01000010,1,2,"choose(not(rol2),nibble_swap,shr4)|choose(rol2,shr4,nibble_swap)",01000010
ddc5aefe,answer_only_keep,00000001,10000011,00000001,1,2,"choose(not(shl1),rol1,shl5)|choose(shl1,shl5,rol1)",00000001
e0d92248,answer_only_keep,00000000,10001010,00000000,1,2,"majority(nibble_swap,shl3,shr7)|majority(nibble_swap,shl3,shr7)",00000000
e5e3c22b,answer_only_keep,00100000,00010101,00100000,1,2,"choose(not(shl1),rol1,shl5)|choose(shl1,shl5,rol1)",00100000
e6cbc2bd,answer_only_keep,00000011,11001101,00000011,1,2,"choose(not(shl2),rol2,shl6)|choose(shl2,shl6,rol2)",00000011
eb359ea5,answer_only_keep,01100100,01011001,01100100,1,2,"choose(not(ror1),shl2,rol2)|choose(ror1,rol2,shl2)",01100100
f3ebf8bc,answer_only_keep,00100011,01101101,00100011,1,2,"choose(not(rol1),rol3,shr5)|choose(rol1,shr5,rol3)",00100011
f43f6142,answer_only_keep,01111101,11110111,01111101,1,2,"choose(not(rol3),ror2,shr2)|choose(rol3,shr2,ror2)",01111101
f84c009a,answer_only_keep,00011001,11001000,00011001,1,3,"choose(not(shl5),ror3,shl7)|choose(not(shl7),shr3,not(x))|choose(shl5,shl7,ror3)",00011001
f8c6ea2c,answer_only_keep,00000000,00110001,00000000,1,2,"and(ror1,shl5)|and(ror1,shl5)",00000000
